id,creditPoint,lessonCode,lessonName
9431,3.0,234.027.1.01,中国社会
9432,2.0,PTSS110042.02,可持续发展导论
9433,2.0,341.022.1.01,财务系实习调查
9434,2.0,1438.1.2,韩国语实用语法
9435,2.0,0504.1.1,西方政治学说史
9436,4.0,224.008.1,集合与图论
9437,1.0,PHAR110001.01,中草药概论
9438,2.0,SOCI130074.01,老年社会工作
9439,4.0,PHYS120001.13,大学物理（上）
9440,2.0,INFO130135.01,数字图像处理B
9441,2.0,268.026.1,发展中国家经济发展战略
9442,2.0,101.046.1.03,生命伦理学
9443,8.0,212.103.2,中级俄语(下)
9444,2.0,PHIL130022,心理学概论
9445,2.0,POLI130107.01,主权理论研究
9446,4.0,331.110.1.01,电器原理与设计
9447,2.0,HIST130120.01,《孟子》讲读
9448,3.0,372.133.1.01,算法设计与分析
9449,3.0,BIOL130012.02,遗传学
9450,2.0,214.032.1,史学原典导读
9451,2.0,314.033.1,中国近代对外关系史
9452,4.0,ENGL110003.39,大学英语III
9453,2.0,INFO110046.01,光与色彩
9454,3.0,ECON130046,财务管理
9455,3.0,0876.1.1,会计信息系统
9456,3.0,MANA130006,营销管理
9457,1.0,INFO130015.05,生产实习
9458,2.0,JOUR130152,视觉文化与传播
9459,1.0,FORE130011.02,综合练习I
9460,3.0,221.101.1,电子学方法
9461,4.0,PHYS130058.02,近代物理实验I
9462,3.0,361.018.2,专业实践与生产实习(下)
9463,2.0,350.022.1,国际旅游商务
9464,2.0,INFO130079.03,科技英语
9465,2.0,FINE110034.01,合唱作品赏析与实践（初级）
9466,4.5,MED130021.02,内科学B（上）
9467,3.0,372.139.1.01,通信原理A
9468,2.0,JOUR130105,艺术史
9469,3.0,359.012.1,儿科护理学
9470,3.0,372.027.1.01,操作系统
9471,4.0,MANA130005.03,运筹学
9472,2.0,MECH130094.01,计算流体力学
9473,4.0,0973.1.1,算法语言与数据结构
9474,4.0,ENGL110001.27,大学英语I
9475,4.0,219.101.2,普通物理A(下)
9476,2.0,HIST130130.01,近代早期西欧社会
9477,3.0,SOCI120001.03,社会学导论
9478,2.0,HIST130129.01,晚清史
9479,1.0,602.002.1,太极拳及防身术
9480,2.0,370.115.1,辐射生物学
9481,2.0,347.027.1,消费心理学
9482,1.0,MED130080.03,分子医学导论
9483,2.0,PTSS110042.03,可持续发展导论
9484,2.0,TOUR130056.01,旅游服务礼仪
9485,2.0,313.170.1.01,视觉文化
9486,3.0,340.051.1,资本市场、机构与工具
9487,2.0,NURS130025.01,评判性思维在护理中的应用
9488,2.0,LAWS110016.02,交易法律制度
9489,2.0,214.036.1,中国思想文化专题研究
9490,2.0,PHIL110021.01,国学经典导读(一)
9491,2.0,POLI130037.01,专业英语(国际政治)(四)
9492,2.0,PHIL120005,基督教哲学
9493,2.0,MED130142.04,细胞与发育生物学
9494,4.0,ENGL110017.06,高级英语
9495,2.0,311.117.1,西汉文学思想
9496,8.0,321.056.1,电工系毕业论文
9497,4.0,COMP120006.06,程序设计
9498,3.0,227.016.1,外国法制史
9499,1.0,PEDU110102.23,足球
9500,3.0,PHYS130020.01,低温和超导物理
9501,1.0,156.008.1,组织工程与动物克隆
9502,2.0,234.042.1,社会工作伦理
9503,1.0,PEDU110018.09,足球(二)(男)
9504,2.0,600.040.1,保健按摩
9505,2.0,PHPM130046.01,卫生政策研究理论
9506,3.0,124.001.2,计算机应用基础A(下)
9507,1.0,NURS110013.01,实用康复护理
9508,2.0,CHEM130003.03,无机化学和化学分析实验Ⅰ
9509,2.0,0358.1.1,科学方法论
9510,2.0,SOCI130084.01,非营利组织管理
9511,3.0,270.013.1.03,现代生物科学导论
9512,3.0,SOCI110029.01,社会政治前瞻
9513,1.0,PHAR130026,多媒体演示制作技巧
9514,1.5,MED130111.02,正常人体形态与功能学ⅡB
9515,2.0,ENGL110040.08,英语口语
9516,2.0,PHIL130041,佛教哲学
9517,2.0,POLI130026,西方国际关系理论
9518,2.0,312.113.2,英美散文（下）
9519,3.0,MATH130043.01,数论基础
9520,4.0,203.002.4,English(4)
9521,2.0,372.180.1.01,专题报告(微电子学)
9522,1.0,PEDU110012.06,排球(二)(女)
9523,2.0,321.050.1,微电子学专题讲座
9524,1.0,PHPM110008.01,疾病风险与健康保险
9525,2.0,370.149.1,细胞因子及其应用
9526,2.0,315.032.2,财经英语(二)
9527,6.0,356.212.1,生物化学
9528,1.0,PEDU110106.02,形体健美
9529,3.0,MANA130014,项目管理
9530,3.0,327.074.3,专业英语(三)
9531,2.0,317.118.1,政治学、行政学方法论
9532,2.0,LAWS110013.01,合同法的理论与实践
9533,2.0,317.029.1.01,公共关系学
9534,3.5,MED130210.01,局部解剖学
9535,3.0,INFO130011.01,电路理论
9536,3.0,342.040.1.01,高级财务会计
9537,2.0,LAWS130023.01,税法
9538,3.0,325.062.1,供应链管理
9539,3.0,345.002.1.01,环境化学A
9540,2.0,CHIN130049.01,女性文学研究
9541,8.0,212.036.1,高级法语上
9542,2.0,127.006.1,经济法概论
9543,2.0,PHIL110022.01,国学经典导读(二)
9544,2.0,321.107.1,电子系统设计
9545,2.0,MANA120010.01,现代物流管理
9546,1.0,PEDU110024.04,乒乓球(二)(女)
9547,2.0,SOCI130135.01,上海：城市研究
9548,2.0,FORE130249.01,韩国文学史
9549,2.0,168.003.1,国际金融
9550,2.0,BIOL130092.01,全球变化生物学
9551,3.0,ECON130128.01,制度经济学
9552,2.0,103.012.1,美国文化
9553,3.0,JOUR130025,电视节目制作
9554,3.0,COMP120004.01,线性代数
9555,2.0,370.141.2.01,实验室实习(中)
9556,4.0,ENGL110001.10,大学英语I
9557,2.0,350.002.1,旅游规划原理
9558,2.0,339.044.1.01,构成艺术(一)
9559,2.0,ARTS130016.01,当代艺术与设计系列专题
9560,1.5,356.183.1.05,医学统计方法
9561,3.0,392.057.1,系统与接口
9562,4.5,MED130029.04,儿科学B
9563,2.0,129.002.1,力学与人类生活
9564,1.0,PEDU110005.16,篮球(一)(男)
9565,2.0,334.136.1.02,社会实践
9566,8.0,313.064.2,新闻系教学实习(下)
9567,2.0,213.015.1,网络新闻传播原理与应用
9568,2.0,FINE110038.01,中外建筑与环境艺术
9569,2.0,311.274.2.02,中国古代文学史(中)
9570,2.0,ECON130099.01,保险人力资源管理
9571,3.0,INFO130052.01,代数结构与数理逻辑
9572,2.0,PHPM130002.01,基础毒理
9573,3.0,SOFT130042.01,计算机系统基础(下)
9574,1.0,PEDU110078.02,排球
9575,2.0,314.161.1,东亚文化与社会比较
9576,2.0,SOCI130053.01,伦理社会学
9577,2.0,335.034.1,历史考古学
9578,2.0,INFO130234,工程图学及应用
9579,4.0,ENGL110002.26,大学英语II
9580,2.0,JOUR130057.01,消费心理与消费行为
9581,3.0,MECH130004.01,数理方法
9582,4.0,FORE130181.01,第二外语(日语)(中)
9583,1.0,PHAR130028.01,生物药物学
9584,3.0,317.044.1.01,国际政治经济学
9585,2.0,317.127.1,专业英语(公共行政)(一)
9586,2.0,334.035.1,城市社会学
9587,5.0,MATH120001.01,高等数学A（上）
9588,2.0,356.186.1.05,临床内科学
9589,2.0,313.098.1.01,电视播音与主持
9590,2.0,312.096.1,外贸韩国语
9591,2.0,ENGL110044.35,大学英语II
9592,2.0,322.006.1.01,应用化学实验
9593,2.0,312.029.1.01,日本文学史(上)
9594,3.0,318.074.1.01,动力系统
9595,3.0,MANA130107.01,银行管理专题
9596,3.0,340.052.1,时间序列分析的方法
9597,4.0,ENGL110002.39,大学英语II
9598,2.0,314.009.1,秦汉史
9599,2.0,372.085.1.02,科技英语
9600,4.0,312.218.2.04,基础英语(下)
9601,2.0,SOCI130131.01,比较社会保障制度
9602,3.0,MANA130051.01,数据结构
9603,3.0,340.033.1,中央银行学
9604,5.0,MATH120002,高等数学A(下）
9605,2.0,357.112.1,医学营养学
9606,2.0,CHEM130030.01,分子光谱
9607,2.0,103.013.1,英汉翻译
9608,2.0,169.023.1,会计学概论
9609,2.0,0438.1.1,德语写作I(上)
9610,2.0,CHIN130115.01,苏轼精读
9611,2.0,168.009.1,WTO与中国对外贸易
9612,0.0,103.003.1,大学英语听力(一)
9613,2.0,212.081.2,翻译理论与技巧俄语下
9614,1.0,COMP110003.01,计算机网络与网页制作
9615,2.0,PHAR130023.02,药学文献检索
9616,2.0,BIOL110017.01,生物技术在人类生活中的应用
9617,0.0,MATH110014.01,数学(上)
9618,1.0,PEDU110041.06,健美操(一)(女)
9619,6.0,1396.1.2,日语精读(二)
9620,4.0,MED130005.02,生理学B
9621,3.0,INFO110003.02,C程序设计
9622,2.0,312.158.1.01,法语散文选读
9623,3.0,ECON130083.01,时间序列分析的方法
9624,1.0,102.311.1,网球
9625,3.0,ECON130089.01,金融学原理
9626,2.0,347.010.1,商务谈判
9627,1.0,MED130080.01,分子医学导论
9628,8.0,322.045.1.14,化学系毕业论文
9629,3.0,INFO130038.02,计算机体系结构
9630,3.0,ECON130001.02,概率论与数理统计
9631,2.0,311.027.1,现代作家专题
9632,2.0,168.001.1,投资学
9633,2.0,356.250.1.01,儿科学(床边教学)
9634,2.0,MED130177.01,整形美容外科学
9635,2.0,MED130145.03,基于疾病的多学科教学III
9636,8.0,339.016.1.01,公共艺术设计(一)
9637,3.0,ECON130083,时间序列分析的方法
9638,2.0,342.024.1,社会保险会计
9639,1.0,INFO110040.06,计算机绘图与多媒体
9640,3.0,101.073.1.09,马克思主义基础理论
9641,2.0,335.065.1,博物馆学概论
9642,2.0,316.029.1,西方马克思学
9643,1.0,COMP110033.04,计算机多媒体应用（高级）
9644,3.0,SOFT130009.01,面向对象程序设计
9645,3.0,218.117.1,概率论
9646,2.0,316.041.1.01,领导科学
9647,8.0,312.229.2.02,日语I(下)
9648,1.0,156.035.1,放射卫生防护
9649,1.0,313.136.1.01,广告美学
9650,2.0,INFO130177.01,数据库与数据仓库设计
9651,1.0,PEDU110053.01,防卫术
9652,3.0,319.044.1,科研实践
9653,2.0,JOUR130101.01,媒介融合概论
9654,2.0,357.113.1.01,卫生统计学
9655,2.0,329.192.1,空气动力学
9656,3.0,0051.1.2,民法学A(下)
9657,3.0,351.007.1,光纤通信原理
9658,2.0,MANA130153,人力资源管理
9659,2.0,PHYS130016.01,现代物理讲座
9660,2.0,314.110.1,历史系学年论文
9661,3.0,268.003.1.01,微观经济学A
9662,2.0,CHIN130110,中国新诗
9663,2.0,HIST130010,专业英语(历史学)
9664,2.0,MED130179.01,心肺功能监测的理论和实践
9665,2.0,MED130143.14,基于疾病的多学科教学I
9666,1.0,COMP110002.07,计算机绘图与多媒体
9667,3.0,INFO130156,模式识别
9668,3.0,COMP110006.03,VB程序设计
9669,2.0,356.235.1,医学导论
9670,4.5,MED130023.02,外科学B（上）
9671,2.0,356.250.1.04,儿科学(床边教学)
9672,2.0,JOUR130001,新闻学概论
9673,2.0,ENGL110030.02,英语高级口译
9674,1.0,PEDU110077.12,网球
9675,3.0,PHYS130002.01,线性代数与概率统计
9676,2.0,MECH130014.01,程序设计Ⅰ
9677,2.0,BIOL130083.01,生命科学交叉前沿专题
9678,2.0,370.149.1.01,细胞因子及其应用
9679,3.0,PHYS130017.01,半导体物理A
9680,2.0,CHIN130155.01,计算语言学
9681,3.0,327.076.1,政治学原理
9682,2.0,MUSE130014.01,博物馆陈列设计
9683,4.0,MED130121.01,妇产科实习
9684,2.0,MED130123.06,神经科实习
9685,2.0,POLI130042,教育学
9686,2.0,330.025.1,电子材料专题报告
9687,1.0,INFO110039.11,计算机高级办公自动化
9688,8.0,356.166.1.01,临床实习
9689,3.0,230.003.1.01,材料化学基础
9690,4.0,PHYS120001.02,大学物理（上）
9691,4.0,103.015.3.01,大学英语III
9692,3.0,172.052.1.13,VB程序设计
9693,2.0,370.145.1.01,基因工程
9694,6.0,339.015.1,环境艺术设计
9695,3.0,ECON130003,国际金融
9696,2.0,MATE110008.01,光纤传感技术
9697,1.0,PEDU110021.03,乒乓球(一)(男)
9698,3.0,BIOL130061.01,现代药物与给药系统
9699,2.0,312.071.1.01,法国现代短篇小说
9700,1.0,356.174.1.06,外科见习
9701,2.0,ENGL110044.26,大学英语II
9702,2.0,ECON130023,国际经贸英语(听力)
9703,4.0,313.227.1.03,毕业论文
9704,2.0,113.008.1.01,传播学概论
9705,2.0,ECON130090,金融经济学
9706,3.0,358.029.1,药房实习
9707,2.0,PHYS130033.01,理工科现代计算机基础
9708,2.0,HIST120002.02,世界文明史通论
9709,4.0,ENGL110003.27,大学英语III
9710,2.0,316.122.1,道教原著选读
9711,3.0,326.009.1.01,国际贸易实务
9712,2.0,FORE110010.01,基础韩语(上)
9713,2.0,FORE130018.01,英语听说II(上)
9714,2.0,JOUR130103,性别与媒体
9715,2.0,334.129.1,心理测验与应用
9716,4.0,224.103.1,程序设计
9717,1.0,PEDU110059.06,游泳(一)(男、女)
9718,2.0,213.023.1.01,广播电视与当代社会
9719,2.0,SOCI110026.01,二十世纪中国社会发展
9720,2.0,212.125.1.01,英语写作III
9721,2.0,129.022.1,环境噪声控制
9722,2.0,339.010.1,设计基础(一)
9723,1.0,224.017.1,微型机系统与接口实验
9724,3.0,321.026.1,可编程逻辑器件
9725,4.0,272.002.1,模拟电子学基础
9726,2.0,LAWS130039,台港澳法
9727,2.0,334.112.1,临床心理学
9728,4.0,127.005.2,专业汉语(二)
9729,4.0,PHYS120002.02,大学物理（下）
9730,2.0,316.067.1.01,宗教哲学
9731,2.0,POLI110010.01,当代美国
9732,2.0,357.034.1,卫生事业管理学
9733,6.0,372.022.1.01,毕业论文
9734,3.0,JOUR130019.01,新闻采访与写作
9735,1.0,PEDU110102.06,足球
9736,3.0,327.046.1,经济法
9737,1.0,PEDU110041.18,健美操(一)(女)
9738,3.0,315.023.1,房屋建筑学
9739,2.0,314.171.2,专业英语(历史学)(下)
9740,1.0,PHIL130015.02,学年论文
9741,2.0,212.122.1,英国文学史选读（上）
9742,2.0,169.011.1.01,财务会计导论
9743,2.0,PHAR130073.01,生物技术药物给药系统
9744,2.0,MED130139.04,医学英语I
9745,2.0,CHIN130061,当代大众文化研究
9746,3.0,468.001.1,宏观经济学
9747,4.0,356.243.1.02,内科学
9748,2.0,156.043.1,表面解剖学
9749,2.0,FORE110013,北欧文学
9750,3.0,MANA130002.01,程序设计I
9751,1.0,PEDU110102.08,足球
9752,2.0,POLI110011,当代中国政治思潮
9753,3.0,325.022.1,数据与文件结构
9754,3.0,335.005.1,中国古代建筑史
9755,6.0,INFO130016.03,毕业论文
9756,2.0,311.244.1,汉藏比较语言学
9757,3.0,COMP110006.06,VB程序设计
9758,5.0,MATH120008.03,数学分析Ⅰ
9759,1.0,356.173.1.01,内科见习
9760,4.0,MACR130004.01,高分子实验
9761,4.0,418.005.1,高等数学C(上)
9762,3.0,370.104.1,生物化学B
9763,2.0,316.018.1,法哲学
9764,4.0,SOCI130129.01,社会统计学
9765,2.0,PHPM130062.01,生产见习
9766,4.0,FORE130004.03,中级英语(下)
9767,2.0,313.137.1,广告文案写作
9768,2.0,FORE110020.01,基础德语(下)
9769,4.0,227.012.1,行政法
9770,3.5,324.017.1,面向对象程序设计
9771,2.0,311.013.1,唐代政治与文学
9772,4.0,103.015.2.01,大学英语II
9773,1.0,PEDU110100.05,综合体育
9774,2.5,357.036.1.01,儿少卫生学
9775,2.0,PTSS119006.01,亚里士多德《政治学》导读
9776,2.0,357.032.1,社会医学
9777,3.0,BIOL130010.01,微生物学
9778,2.0,317.026.1.01,社会思潮与青年教育
9779,2.0,101.018.1,二十世纪中国教育概览
9780,1.0,PEDU110033.02,木兰拳
9781,2.0,MUSE130043.01,文化遗产导论
9782,2.0,170.128.1,现代药物与疾病治疗
9783,3.0,TCPH130001.01,核物理
9784,3.0,229.108.1,数学物理方法(上)
9785,3.0,340.007.1,国际结算
9786,3.0,MANA130148,国际商务沟通
9787,2.0,BIOL110020.01,科研与人生规划
9788,3.0,0824.1.1,跨国公司经营和管理
9789,2.0,322.015.1.01,分子光谱
9790,1.0,INFO110039.14,计算机高级办公自动化
9791,2.0,356.253.1.01,实验动物学
9792,1.5,ENVI130009,环境工程学实验
9793,6.0,218.120.1.25,毕业论文
9794,3.0,372.008.1.01,JAVA语言
9795,1.0,PEDU110050.07,中国武术三段
9796,2.0,HIST130059.01,民国对外关系史
9797,2.0,103.016.1,高级英文写作
9798,6.0,MATH130015.01,毕业论文(含专题讨论)
9799,4.0,103.015.3.21,大学英语III
9800,2.0,CHIN120001.03,文学原典导读
9801,1.5,357.003.1.02,预防医学（上）
9802,2.0,117.012.1,当代中国对外关系
9803,3.0,MACR130002.01,高分子物理
9804,3.0,ECON120001,政治经济学
9805,3.0,MANA130013.01,物流管理
9806,1.0,357.023.1.01,现场调查
9807,1.0,105.002.1.09,军事理论
9808,2.0,FORE120001.04,语言学导论
9809,1.0,PEDU110034.03,木兰扇
9810,2.0,POLI130117,国际贸易概论
9811,2.0,339.032.1,多媒体设计
9812,3.0,ECON130059,城市经济学
9813,2.0,212.097.3,高级俄语(下)
9814,1.0,313.157.1,媒体伦理学概要
9815,2.0,329.212.1,现代航空工程
9816,2.0,329.147.1.01,材料力学Ⅰ
9817,2.0,170.118.1,微生物学与保健
9818,4.0,322.001.2,现代化学专题(下)
9819,2.0,SOCI130116,社区心理学
9820,2.0,690.003.1,成功心理训练
9821,2.0,115.002.1,劳动经济学
9822,2.0,314.095.1,国际贸易与国际金融实务
9823,2.0,MECH130093.01,张量分析与微分几何基础
9824,2.0,326.018.1,外贸洽谈
9825,1.0,157.021.1,化学品安全
9826,1.5,356.116.1,微生物学
9827,6.0,318.171.1.19,毕业论文(含专题讨论)
9828,1.0,PEDU110049,中国武术一、二段(男、女)
9829,2.0,330.152.1.01,纳米科技导论
9830,2.0,359.026.1,护理学导论
9831,3.0,MATE130010.01,材料物理
9832,2.0,356.019.1.04,皮肤病学
9833,3.0,356.006.1.02,外科学
9834,3.0,MANA130032.01,创业投资
9835,3.0,INFO110002.09,计算机网络与数据库
9836,2.0,FORE130084.01,日本文学史(上)
9837,3.0,227.003.1,国际公法
9838,2.0,BIOL130080.01,表观遗传学
9839,3.0,355.012.1,国有资产管理
9840,1.0,PEDU110042.06,健美操(二)(女)
9841,2.0,MANA110017,商务谈判
9842,2.0,614.013.1,集邮学基础
9843,5.0,MED130174,诊断学基础
9844,2.0,0249.1.1,中国近现代外交史
9845,2.0,347.012.1,海关实务
9846,3.0,MANA130064.01,国际商务导论
9847,2.0,372.198.1,Perl语言入门和提高
9848,2.0,MECH130067.01,飞行器发动机原理
9849,2.0,INFO130255.01,发光材料及其应用
9850,3.0,INFO130010,数字信号处理A
9851,2.0,318.165.2,数学建模与实验(下)
9852,3.0,268.013.1.02,计量经济学
9853,2.0,312.077.1.01,俄语词汇学
9854,2.0,322.902.2,学期论文
9855,2.0,ENGL110044.30,大学英语II
9856,1.0,INFO110040.15,计算机绘图与多媒体
9857,1.0,PEDU110034.18,木兰扇
9858,1.0,SOCI130014.04,学年论文
9859,4.0,PHPM130037.01,流行病学
9860,1.0,PEDU110024.06,乒乓球(二)(女)
9861,2.0,CHEM110001.01,诺贝尔化学奖史话
9862,2.0,FINE110001.06,影视剧艺术
9863,3.0,101.006.1.05,马克思主义政治经济学原理
9864,3.0,PTSS110002.06,中国马克思主义概论
9865,2.0,117.026.1,当代美国
9866,2.0,111.026.1,大学语文
9867,1.0,PEDU110077.08,网球
9868,3.0,SOFT130051.01,多媒体技术基础
9869,1.0,372.029.1.02,程序设计实习
9870,2.0,103.024.1,中级英文写作
9871,4.0,422.012.1,普通化学C
9872,3.0,372.149.1.02,微机与接口实验
9873,2.0,wyg.004.1,德语阅读
9874,2.0,332.009.2,专业英语(统计与概率)(下)
9875,2.0,0119.1.1,六朝诗歌流变
9876,3.0,ECON130030.02,金融市场学
9877,2.0,SOCI130080,变态心理学
9878,4.0,372.078.1.01,计算机原理
9879,2.0,312.208.1.01,德语专门语(经贸，科技)
9880,3.0,ECON120002.10,微观经济学A
9881,3.0,2003.1.1,会计电算化
9882,3.0,COMP130066.01,信息安全概论
9883,4.0,CHEM130049.01,有机化学
9884,2.0,MANA130180.01,广告学
9885,2.0,ECON130144.01,行为金融学
9886,3.0,INFO110004.07,VB程序设计
9887,2.0,329.140.1.01,CAD与工程图学基础
9888,4.0,INFO120001.03,程序设计
9889,3.0,INFO110002.11,计算机网络与数据库
9890,3.5,356.007.2.02,外科学(下)
9891,8.0,312.225.2.01,基础德语(下)
9892,2.0,FORE130019.02,英语听说II(下)
9893,3.0,MANA130036.01,成本管理会计
9894,3.0,341.029.1,货币银行学
9895,3.0,MANA130092.01,应用统计专题
9896,2.0,HIST130128.01,《资治通鉴》讲读
9897,2.0,168.014.1,二十世纪中国经济改革与发展
9898,2.0,MANA130291.01,B To B市场营销
9899,2.0,172.021.1,数据库应用基础
9900,2.0,CHIN119004.01,唐诗经典与中国文化传统
9901,3.0,349.004.1,数据库原理与应用
9902,2.0,JOUR130015.01,广播电视新闻
9903,2.0,FORE130016,英语听说I(上)
9904,2.0,526.001.1,财经英语(上)
9905,2.0,340.064.1,兼并和收购
9906,2.0,313.168.1,市场调查方法
9907,2.0,340.008.1.01,公司财务分析
9908,2.0,MED130146.06,基于疾病的多学科教学IV
9909,5.0,MATH120009.07,数学分析Ⅱ
9910,4.0,311.232.1.01,毕业论文
9911,2.5,383.001.1.02,医学文献检索与利用
9912,3.0,INFO110004.12,VB程序设计
9913,2.0,316.121.1,伊斯兰教原著选读
9914,2.0,CHIN130116,辛弃疾词精读
9915,2.0,CHEM130041.01,新型无机材料
9916,2.0,SOCI130060.01,人力资源管理
9917,1.5,MED130168.01,生物安全导论
9918,2.0,HIST119004.01,东亚文明的历史进程
9919,4.0,312.005.3.01,第二外语(日语)(下)
9920,3.0,INFO130018.01,生物医学工程专业实验(上)
9921,4.5,356.011.1.01,儿科学
9922,2.0,PHIL110005.01,《圣经》与基督教
9923,2.0,340.067.1,金融经济学
9924,1.0,PEDU110040.03,形体健美(一)(女)
9925,2.0,312.098.1,汉韩语法比较
9926,3.0,MANA130007.03,管理信息系统
9927,1.0,FORE130013.02,英语阅读I(上)
9928,1.5,345.112.1,生态学实验
9929,2.0,357.003.2.01,预防医学（中）
9930,3.0,372.149.1.05,微机与接口实验
9931,2.0,FINE110035.01,二胡演奏艺术及技法
9932,2.0,316.067.1,宗教哲学
9933,3.0,101.007.1.03,邓小平理论概论
9934,2.0,103.019.1,英语高级口语
9935,3.0,LAWS130036.01,国际投资法
9936,1.0,PEDU110030.02,网球(二)(男)
9937,1.0,PEDU110091,乒乓球
9938,4.0,FORE130184,第二外语(法语)(中)
9939,2.0,INFO130259.01,可测试性设计
9940,3.0,PTSS110055.04,“毛、邓、三”概论
9941,2.0,221.015.1,计算机基础
9942,3.0,INFO130027.02,集成电路实验(上)
9943,1.5,357.001.1,卫生统计方法（一）
9944,4.0,PHYS120002.01,大学物理（下）
9945,1.0,COMP110002.01,计算机绘图与多媒体
9946,2.0,170.113.1,微生物与疾病
9947,5.0,MANA120002.03,数学分析（下）
9948,3.0,SOFT130017,面向对象分析和设计
9949,2.0,PHIL119020.01,《古兰经》与伊斯兰文明
9950,6.0,0095.3.1,英语精读C(一)
9951,3.0,156.034.1,细胞超微结构与电镜技术
9952,2.0,JOUR130011.02,中国新闻传播史
9953,3.0,318.004.1,专题讨论(数学类)
9954,4.0,219.011.1.01,固体物理
9955,2.0,CHIN130160.01,汉语方言学
9956,2.0,345.102.1.01,环境信息系统
9957,3.5,357.004.1,医院管理学
9958,3.0,ECON130054,信息经济学
9959,1.0,PEDU110106.03,形体健美
9960,3.0,372.162.1.01,信息安全原理
9961,3.0,542.002.1,管理会计
9962,2.0,SOCI130058.01,发展社会学
9963,3.0,MANA130053,计算机网络(英)
9964,2.0,PHIL130004.01,国外马克思主义
9965,2.0,LAWS119003.01,宪政文明史
9966,3.0,329.025.1,张量、泛函和变分
9967,2.0,355.015.1,财经英语(上)
9968,2.0,216.021.1,德国古典哲学
9969,6.0,212.021.2.01,日语III(下)
9970,2.0,170.109.1.01,脑信息处理
9971,2.0,335.053.2,专业英语(下)
9972,2.0,CHIN110026.02,风俗与文学
9973,2.0,315.025.1,城市规划学
9974,4.0,BIOL130023.01,实习实训
9975,2.0,212.091.2.03,英语阅读II(下)
9976,3.0,234.025.1,社会工作伦理
9977,2.0,326.044.1.01,国际经贸英语(商务沟通)(上)
9978,2.0,FINE119003,视觉艺术与设计
9979,2.0,INFO130103.01,半导体材料
9980,2.0,ENGL110042.05,英语笔译
9981,2.0,340.039.1,英语听说(一)
9982,2.5,356.008.1.01,妇产科学
9983,2.0,FORE130026.02,翻译理论与技巧(三)
9984,2.0,312.044.2,德语写作中
9985,2.0,PHIL119001.03,《圣经》与西方宗教传统
9986,3.0,340.040.1.03,投资学原理
9987,6.0,316.100.1,毕业论文
9988,3.0,318.092.1.01,编码理论
9989,2.0,PHIL130050.01,心理哲学
9990,1.0,PEDU110043.01,健美(一)(男)
9991,2.0,FORE130230,敬语
9992,2.0,BIOL130032,组织胚胎学
9993,2.0,103.031.1.02,英汉语对比导论
9994,4.0,103.015.3.36,大学英语III
9995,1.5,MED130034.02,精神医学
9996,6.0,218.120.1.01,毕业论文
9997,2.0,CHIN110015,现代文学思潮
9998,1.0,358.118.1.01,物理药学
9999,2.0,PTSS110026.01,科学与文化
10000,1.0,372.126.1,数字逻辑与部件设计实验
10001,1.5,ENVI130009.01,环境工程学实验
10002,2.0,ECON130024.02,经贸英语(上)
10003,2.0,FORE110024,英语多样化鉴赏
10004,3.0,340.044.1,贸易实务
10005,3.0,LAWS120001.01,法学基础理论
10006,2.0,335.007.2,文物保护基础(下)
10007,2.0,BIOL130087,植物生理学
10008,1.0,CHEM130054.01,今日化学（一）
10009,2.0,311.165.1.01,女性文学研究
10010,2.0,348.024.1,商务谈判
10011,4.0,ENGL110003.31,大学英语III
10012,4.0,MATE130014.01,器件与集成电路原理
10013,2.0,358.063.1,生物制药技术
10014,2.0,PTSS119001.01,生命科学中的伦理问题
10015,1.0,PHYS130012.01,生产实习
10016,2.0,317.104.1,行政秘书学
10017,2.0,FORE130125,翻译理论与技巧韩国语(上)
10018,2.0,FINE110018.01,艺术设计原理
10019,2.0,ENGL110009.04,英美文化概论
10020,2.0,101.028.1,中医文化史
10021,2.0,ECON119001.01,用经济学智慧解读中国
10022,4.0,312.006.2,第二外语(法语)(中)
10023,2.0,ENGL110014.08,英语中级口语
10024,2.5,358.015.1,实验药物化学I
10025,3.0,319.008.1.01,低温和超导物理
10026,2.0,335.033.1.01,田野考古学
10027,3.0,0894.1.1,证券分析
10028,2.0,350.021.1,旅游政策与法规
10029,2.0,ECON110005.01,二十一世纪的知识经济
10030,2.0,PHIL119025.01,西学经典·论人类不平等的起源
10031,2.0,311.233.1.01,从小说到电影
10032,2.0,POLI130010,发展政治学
10033,2.0,334.096.1,西方社会工作实务专题
10034,1.0,157.008.1,生命全程与健康
10035,3.0,COMP110005,C程序设计
10036,2.0,129.019.1,体育力学
10037,2.0,JOUR130011.01,中国新闻传播史
10038,3.0,227.030.1.01,宪法
10039,3.0,424.001.1,C语言程序设计
10040,2.0,0599.1.1,语法修辞
10041,2.0,322.014.1.01,胶体化学
10042,2.0,CHEM130004.01,无机化学和化学分析实验Ⅱ
10043,5.0,MATH120004.03,高等数学B（下）
10044,2.0,CHIN120001.01,文学原典导读
10045,3.0,217.026.1,政治学原理
10046,1.0,PEDU110078.16,排球
10047,3.0,POLI130005,比较政治制度
10048,6.0,372.018.1.01,毕业论文
10049,2.0,327.054.1,法律文化
10050,1.0,358.069.1,Excel数值方法及在化学中应用
10051,2.0,219.009.1,数学物理方法A(上)
10052,2.0,PTSS110010.02,道德理论与实践
10053,2.0,SOCI130118.01,职业心理学
